City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country
456,Maceio,-9.6658,-35.7353,77.0,clear sky,88,0,6.91,BR
457,Iracoubo,5.4802,-53.2011,77.43,overcast clouds,83,94,11.77,GF
458,Hopkinton,41.4612,-71.7776,45.0,overcast clouds,56,90,9.22,US
459,Lompoc,34.6391,-120.4579,75.99,clear sky,35,0,19.57,US
460,Makakilo City,21.3469,-158.0858,84.2,few clouds,51,20,12.66,US
461,Honiara,-9.4333,159.95,85.1,overcast clouds,71,87,6.29,SB
462,Dicabisagan,17.0818,122.4157,78.04,few clouds,78,24,3.83,PH
463,Tevaitoa,-16.7833,-151.5,82.58,overcast clouds,68,100,8.46,PF
464,Tayu,-6.5397,111.0518,77.5,overcast clouds,83,100,4.16,ID
465,Siparia,10.1333,-61.5,80.01,overcast clouds,82,100,1.99,TT
466,Camacha,33.0833,-16.3333,62.6,few clouds,82,20,10.36,PT
467,Iqaluit,63.7506,-68.5145,-13.0,snow,64,1,10.36,CA
468,Olga,43.7444,135.2892,42.57,broken clouds,60,67,2.26,RU
469,Nargana,9.4428,-78.5906,80.2,broken clouds,84,79,15.26,PA
470,Parfino,57.9731,31.6481,32.2,clear sky,92,5,3.47,RU
471,Odemira,37.598,-8.6397,59.0,clear sky,91,10,3.0,PT
472,Khasan,42.4308,130.6434,42.35,overcast clouds,76,100,4.18,RU
473,Bilkha,21.4333,70.6,73.94,clear sky,74,4,4.88,IN
474,Taitung,22.7583,121.1444,73.4,few clouds,83,20,4.61,TW
475,Zhangye,38.9342,100.4517,37.49,overcast clouds,64,100,5.77,CN
476,Mehran,33.1222,46.1646,59.0,overcast clouds,41,100,2.3,IR
477,Burgeo,47.6167,-57.6152,37.2,overcast clouds,98,100,15.46,CA
478,Atmakur,15.8833,78.5833,80.26,overcast clouds,28,92,5.26,IN
479,Monaco-Ville,43.731,7.4248,55.99,clear sky,82,0,2.3,FR
480,Buala,-8.145,159.5921,84.94,overcast clouds,68,88,6.91,SB
481,Slave Lake,55.2834,-114.769,39.2,overcast clouds,75,90,23.02,CA
482,Suba,10.8438,121.0102,82.29,overcast clouds,73,100,18.97,PH
483,Ormara,25.2088,64.6357,82.27,clear sky,38,0,13.56,PK
484,Qarqin,37.4185,66.0436,51.12,clear sky,40,0,2.53,AF
485,Puerto Del Rosario,28.5004,-13.8627,66.2,few clouds,82,20,4.61,ES
486,Muravlenko,63.7898,74.523,23.77,overcast clouds,97,100,5.03,RU
487,Calama,-22.4667,-68.9333,71.6,clear sky,14,0,23.02,CL
488,North Battleford,52.7834,-108.2847,55.4,clear sky,38,1,13.8,CA
489,Mamontovo,52.7055,81.6244,14.67,scattered clouds,94,33,8.25,RU
490,Saquarema,-22.92,-42.5103,80.6,scattered clouds,61,40,11.5,BR
491,Petropavlovsk-Kamchatskiy,53.0452,158.6483,39.2,scattered clouds,60,40,6.71,RU
492,Son La,21.3167,103.9,67.86,clear sky,36,0,1.52,VN
493,Cabedelo,-6.9811,-34.8339,80.6,few clouds,83,20,5.75,BR
494,Japura,-0.3167,102.35,71.1,broken clouds,92,66,1.66,ID
495,Mezhdurechensk,53.6942,88.0603,8.26,broken clouds,98,80,3.09,RU
496,Marawi,7.9986,124.2928,71.6,overcast clouds,91,100,0.83,PH
497,Sibolga,1.7427,98.7792,75.6,broken clouds,85,79,2.55,ID
498,Prokhorovka,51.0374,36.7325,46.4,clear sky,61,0,8.95,RU
499,Guerrero Negro,27.9769,-114.0611,70.38,clear sky,49,1,14.72,MX
500,Lake City,30.1897,-82.6393,62.6,clear sky,27,1,11.5,US
501,Krym,47.3003,39.5164,46.4,clear sky,66,0,13.42,RU
502,Chiang Klang,19.2938,100.8617,76.17,clear sky,43,1,0.76,TH
503,Conde,-7.2597,-34.9075,80.6,few clouds,83,20,5.75,BR
504,Kupang,-10.1667,123.5833,75.2,overcast clouds,100,90,2.3,ID
505,Alcantara,-2.4089,-44.4147,80.6,moderate rain,94,75,5.75,BR
506,Tabas,33.5959,56.9244,69.66,overcast clouds,20,99,3.24,IR
507,Zhigansk,66.7697,123.3711,10.56,overcast clouds,95,100,10.47,RU
508,Berlevag,70.8578,29.0864,30.4,overcast clouds,86,100,2.33,NO
509,Olympia,47.0379,-122.9007,61.0,clear sky,31,1,9.22,US
510,Yabrud,33.9674,36.6574,46.4,clear sky,53,0,10.36,SY
511,Viedma,-40.8135,-62.9967,63.63,overcast clouds,71,99,15.99,AR
512,Methven,-43.6333,171.65,62.01,moderate rain,74,100,16.78,NZ
513,Balikpapan,-1.2675,116.8289,76.17,light rain,90,100,3.71,ID
514,Kieta,-6.2167,155.6333,83.26,broken clouds,77,70,6.02,PG
515,Teguldet,57.3064,88.1667,21.49,overcast clouds,83,100,12.19,RU
516,Cacapava,-23.1008,-45.7069,69.8,few clouds,77,20,6.91,BR
517,Lata,40.1629,-8.3327,59.0,scattered clouds,95,29,4.0,PT
518,Ejido,8.5514,-71.2375,70.99,overcast clouds,88,95,2.37,VE
519,Cururupu,-1.8283,-44.8683,74.3,light rain,96,92,3.04,BR
520,Kawalu,-7.3817,108.2082,71.58,overcast clouds,97,100,1.61,ID
521,Namatanai,-3.6667,152.4333,83.68,light rain,74,85,6.02,PG
522,Altea,38.5989,-0.0514,60.01,few clouds,61,20,7.43,ES
523,Chuguyevka,44.1653,133.8633,43.59,overcast clouds,57,99,3.51,RU
524,Bangassou,4.7413,22.8184,70.07,overcast clouds,90,97,2.24,CF
525,Rabak,13.1809,32.74,82.8,clear sky,12,5,14.79,SD
526,Lyuban,52.7985,28.0048,39.06,broken clouds,90,82,14.5,BY
527,Kurumkan,54.3,110.3,11.82,scattered clouds,88,31,4.45,RU
528,Gigmoto,13.7796,124.39,80.13,overcast clouds,77,96,9.98,PH
529,Sept-Iles,50.2001,-66.3821,25.0,snow,80,90,20.71,CA
530,Birjand,32.8663,59.2211,50.0,clear sky,20,0,4.61,IR
531,Krasnyy Yar,46.5331,48.3456,48.2,overcast clouds,43,99,13.42,RU
532,Ugoofaaru,5.6667,73.0,83.64,overcast clouds,78,100,12.21,MV
533,Punakha,27.5837,89.8598,46.6,clear sky,75,4,4.14,BT
534,Zyryanka,65.75,150.85,-0.42,overcast clouds,92,99,8.43,RU
535,Hambantota,6.1241,81.1185,78.66,few clouds,83,18,14.5,LK
536,Yumen,40.2833,97.2,35.02,overcast clouds,27,89,16.24,CN
537,Kushmurun,52.4503,64.6311,24.4,overcast clouds,79,100,15.73,KZ
538,Skibbereen,51.55,-9.2667,48.2,clear sky,87,0,13.8,IE
539,Hovd,48.0056,91.6419,24.93,broken clouds,51,68,3.4,MN
540,Vila,42.0304,-8.1588,54.0,overcast clouds,93,97,1.01,PT
541,Port Blair,11.6667,92.75,81.01,moderate rain,68,100,12.37,IN
542,Vestmannaeyjar,63.4427,-20.2734,42.48,overcast clouds,71,100,16.73,IS
543,Malanje,-9.5402,16.341,64.35,light rain,97,100,2.04,AO
544,Bani,18.2833,-70.3333,80.01,clear sky,74,5,3.0,DO
545,Depalpur,22.85,75.55,66.2,haze,27,0,3.44,IN
546,Nyurba,63.2842,118.3319,-10.03,broken clouds,90,52,9.46,RU
547,Marystown,47.1666,-55.1483,35.65,overcast clouds,90,95,6.33,CA
548,Key West,24.5557,-81.7826,82.4,clear sky,74,1,14.97,US
549,Pandan,14.0453,124.1694,80.2,overcast clouds,71,99,10.31,PH
550,Verkhoyansk,67.5447,133.385,1.47,overcast clouds,96,97,3.04,RU
551,Carira,-10.3608,-37.7011,75.69,broken clouds,78,69,14.72,BR
552,Trat,12.5,102.5,81.0,overcast clouds,99,98,2.71,TH
553,Banda Aceh,5.5577,95.3222,78.89,light rain,82,99,18.39,ID
554,Taoudenni,22.6783,-3.9836,86.76,broken clouds,8,70,9.6,ML
555,Dwarka,22.2394,68.9678,77.94,clear sky,71,0,9.19,IN
556,Zhangjiakou,40.81,114.8794,46.85,overcast clouds,55,100,1.48,CN
557,Henties Bay,-22.116,14.2845,70.07,light rain,76,18,5.03,NA
558,San Policarpo,12.1791,125.5072,81.1,overcast clouds,77,99,8.25,PH
559,Arlit,18.7369,7.3853,73.98,clear sky,10,0,8.39,NE
560,Ashland,40.8167,-82.2665,27.0,overcast clouds,95,100,7.0,US
561,Polyanka,50.2584,27.6881,51.71,overcast clouds,88,99,7.31,UA
562,Saltillo,25.4167,-101.0,48.2,mist,87,90,6.91,MX
563,Venado Tuerto,-33.7456,-61.9688,64.99,broken clouds,41,62,1.01,AR
564,Mount Isa,-20.7333,139.5,78.8,clear sky,34,0,13.8,AU
565,Sechura,-5.5569,-80.8222,79.27,scattered clouds,59,45,14.85,PE
566,Prince Albert,53.2001,-105.7677,50.0,overcast clouds,57,90,6.91,CA
567,Otradnoye,59.7775,30.8181,35.6,light snow,75,0,4.47,RU
568,Virden,39.5009,-89.7679,44.01,clear sky,35,0,8.99,US
569,Moussoro,13.6408,16.4901,73.67,overcast clouds,10,96,12.28,TD
570,Namie,37.4833,141.0,50.0,scattered clouds,84,39,2.89,JP
571,Pombas,17.1503,-25.0201,69.8,few clouds,73,20,28.77,CV
572,Gravdal,68.1214,13.5031,38.07,overcast clouds,72,95,21.47,NO
573,Linhares,-19.3911,-40.0722,70.86,scattered clouds,94,25,3.33,BR
574,Clearwater,27.9659,-82.8001,69.01,clear sky,39,1,13.8,US
575,Daru,-9.0763,143.2092,78.13,light rain,89,100,2.42,PG
576,Tamiahua,21.2667,-97.45,66.42,overcast clouds,87,100,21.99,MX
577,Honningsvag,70.9821,25.9704,31.84,overcast clouds,87,100,2.98,NO
578,Veraval,20.9,70.3667,76.64,few clouds,72,23,8.5,IN
579,Juba,4.8517,31.5825,73.78,broken clouds,80,55,3.04,SS
580,Saint-Junien,45.8833,0.9,62.6,clear sky,39,0,9.22,FR
581,Inta,66.0317,60.1659,27.25,overcast clouds,88,100,8.05,RU
582,Chapais,49.7834,-74.8492,19.4,clear sky,53,1,16.11,CA
583,Peterhead,57.5058,-1.7981,42.01,clear sky,86,0,1.14,GB
584,Conceicao Da Barra,-18.5933,-39.7322,76.84,few clouds,83,14,6.24,BR
585,Porto Santo,33.072,-16.3415,62.6,few clouds,82,20,10.36,PT
586,Huangnihe,43.5583,128.0239,45.46,overcast clouds,63,100,4.09,CN
587,Kermanshah,34.3142,47.065,57.2,clear sky,38,0,6.91,IR
588,Sovetskaya,44.7769,41.1722,41.22,broken clouds,86,80,3.18,RU
589,Saint-Francois,46.4154,3.9054,54.0,clear sky,81,0,2.3,FR
590,Adrar,20.5022,-10.0711,82.08,overcast clouds,6,100,11.83,MR
591,Vostok,46.4856,135.8833,36.73,broken clouds,68,63,3.27,RU
592,Jinchang,38.4953,102.1739,39.87,overcast clouds,52,100,4.7,CN
593,Lagoa,39.05,-27.9833,59.72,overcast clouds,82,97,26.17,PT
594,Ouahigouya,13.5828,-2.4216,81.5,clear sky,7,0,11.03,BF
595,General Pico,-35.6566,-63.7568,64.94,scattered clouds,60,32,6.85,AR
596,Sao Felix Do Xingu,-6.6447,-51.995,73.29,light rain,98,100,1.59,BR
597,Takoradi,4.8845,-1.7554,80.13,few clouds,86,14,6.93,GH
598,Xai-Xai,-25.0519,33.6442,67.68,clear sky,86,4,6.2,MZ
599,Flinders,-34.5833,150.8552,70.0,broken clouds,86,58,1.01,AU
600,Wete,-5.0559,39.7294,77.85,overcast clouds,83,95,10.31,TZ
601,Tabora,-5.0167,32.8,62.74,broken clouds,93,66,3.91,TZ
602,Pringsewu,-5.3582,104.9744,71.49,overcast clouds,94,98,1.07,ID
603,Bala,32.3339,35.1116,55.4,clear sky,58,0,5.75,PS
604,Pitimbu,-7.4706,-34.8086,80.6,few clouds,83,20,5.75,BR
605,Krasnoselkup,65.7,82.4667,12.6,light snow,93,100,18.41,RU
606,Caracollo,-14.9165,-70.6603,46.9,overcast clouds,76,91,5.21,PE
607,Ubatuba,-23.4339,-45.0711,69.8,few clouds,73,20,3.44,BR
608,Magdalena,14.1999,121.429,82.0,few clouds,73,20,6.44,PH
609,Buchanan,5.8808,-10.0467,79.07,broken clouds,88,56,7.83,LR
610,Saint-Ambroise,48.5501,-71.3324,21.99,snow,93,100,13.8,CA
611,Manuk Mangkaw,4.8,119.85,81.97,overcast clouds,79,100,16.49,PH
612,Mangrol,21.1167,70.1167,76.68,few clouds,70,11,8.1,IN
613,Caravelas,-17.7125,-39.2481,77.23,scattered clouds,89,31,2.93,BR
614,Mwinilunga,-11.7358,24.4293,60.37,few clouds,97,21,3.58,ZM
615,Solnechnyy,50.7214,136.6319,35.31,broken clouds,73,76,3.0,RU
616,Canutama,-6.5339,-64.3831,75.04,overcast clouds,96,100,2.84,BR
617,Bay Roberts,47.5999,-53.2648,39.99,broken clouds,52,75,6.91,CA
618,Emba,48.8264,58.1442,16.79,clear sky,84,1,6.29,KZ
619,Sechelt,49.4664,-123.7694,55.99,broken clouds,76,65,10.36,CA
620,Ayagoz,47.9714,80.4392,28.69,overcast clouds,75,92,8.1,KZ
621,Ekibastuz,51.6667,75.3667,18.16,clear sky,72,5,13.96,KZ
622,Prince Rupert,54.3161,-130.3201,39.2,light snow,87,75,9.22,CA
623,Luanda,-8.8368,13.2343,80.6,few clouds,78,20,4.61,AO
624,Tobol,52.6844,62.5794,25.56,overcast clouds,78,100,16.4,KZ
625,Pisco,-13.7,-76.2167,71.6,clear sky,73,0,21.85,PE
626,Riyadh,24.6877,46.7219,80.6,clear sky,22,0,8.05,SA
627,Persianovskiy,47.5137,40.1075,46.4,clear sky,66,0,13.42,RU
628,Torbat-E Jam,35.244,60.6225,50.76,overcast clouds,42,91,1.12,IR
629,Springfield,37.2153,-93.2982,51.01,clear sky,20,1,6.29,US
630,Ladario,-19.0047,-57.6017,86.0,broken clouds,79,75,3.91,BR
631,Senno,59.5336,33.9167,30.0,scattered clouds,87,30,2.75,RU
632,Taylorville,39.5489,-89.2945,44.01,clear sky,31,1,10.36,US
633,Motygino,58.1831,94.7592,25.47,overcast clouds,93,100,10.51,RU
634,Kununurra,-15.7667,128.7333,75.2,overcast clouds,83,100,1.14,AU
635,Berdigestyakh,62.0989,126.6992,13.6,snow,93,100,12.41,RU
636,Mishan,45.55,131.8833,42.6,overcast clouds,60,100,11.7,CN
637,Am Timan,11.0297,20.2827,85.14,scattered clouds,13,29,10.11,TD
638,Baykit,61.67,96.37,-4.22,broken clouds,99,72,3.0,RU
639,Berbera,10.4396,45.0143,77.94,clear sky,70,1,2.73,SO
640,Punta Cardon,11.6581,-70.215,78.76,broken clouds,77,75,30.13,VE
641,Panaba,21.2833,-88.2667,80.73,few clouds,60,18,18.41,MX
642,Itacoatiara,-3.1431,-58.4442,72.72,overcast clouds,97,100,2.86,BR
643,Salvador,13.8333,-88.9167,87.8,clear sky,51,0,8.05,SV
644,Little Current,45.9793,-81.9248,34.0,clear sky,16,1,10.36,CA
645,Tiarei,-17.5333,-149.3333,87.8,light rain,66,75,6.91,PF
646,Sembe,1.6481,14.5806,73.47,broken clouds,76,72,1.01,CG
647,Belmonte,-15.8631,-38.8828,80.6,moderate rain,83,20,14.97,BR
648,Kalach-Na-Donu,48.691,43.5264,44.6,clear sky,61,0,11.18,RU
649,Mouila,-1.8685,11.0559,73.06,overcast clouds,96,94,1.23,GA
650,Beyneu,45.3167,55.2,44.4,scattered clouds,47,38,20.18,KZ
651,High Level,58.5169,-117.136,39.2,light rain,87,75,9.22,CA
652,Nambour,-26.6333,152.95,75.99,overcast clouds,82,92,4.0,AU
653,Moron,-34.6534,-58.6198,69.01,few clouds,73,22,3.0,AR
654,Faya,18.3851,42.4509,62.6,clear sky,39,0,0.58,SA
655,Seymchan,62.8833,152.4333,8.19,scattered clouds,81,41,4.34,RU
656,Kosh-Agach,50.0,88.6667,2.05,few clouds,79,20,4.7,RU
657,Mareeba,-17.0,145.4333,78.8,broken clouds,73,75,16.11,AU
658,Deputatskiy,69.3,139.9,2.77,overcast clouds,94,100,2.06,RU
659,Raudeberg,61.9875,5.1352,42.01,overcast clouds,93,100,6.6,NO
660,Chumikan,54.7183,135.315,27.88,broken clouds,85,71,9.17,RU
661,Shelby,35.2001,-89.8668,51.01,clear sky,29,1,16.11,US
662,La Ermita,20.4139,-101.9936,82.72,clear sky,19,2,13.89,MX
663,Pachmarhi,22.4667,78.4333,66.88,clear sky,10,0,0.78,IN
664,Khandyga,62.6667,135.6,20.19,overcast clouds,93,100,3.74,RU
665,Vagamo,61.8751,9.0967,24.53,scattered clouds,88,49,5.99,NO
666,Kang,-23.6752,22.7876,71.35,overcast clouds,37,99,5.28,BW
667,Ulkan,57.243,107.3223,3.78,broken clouds,98,74,3.27,RU
668,Freeport,40.6576,-73.5832,46.4,scattered clouds,36,40,26.46,US
669,Zhengjiatun,43.5064,123.5064,57.43,overcast clouds,30,100,17.07,CN
670,Moerai,-22.4333,-151.3333,80.53,clear sky,69,9,22.62,PF
671,Merrill,45.1805,-89.6835,41.0,clear sky,26,1,4.76,US
672,Necochea,-38.5473,-58.7368,63.0,broken clouds,77,57,3.0,AR
673,Mbaiki,3.8678,17.9892,73.22,overcast clouds,79,95,1.16,CF
674,Laurel,39.0993,-76.8483,42.01,overcast clouds,65,90,10.36,US
675,Coalinga,36.1397,-120.3602,84.0,scattered clouds,17,41,3.0,US
676,Acambay,19.9558,-99.8417,58.48,scattered clouds,55,37,19.15,MX
677,Pimenta Bueno,-11.6725,-61.1936,74.21,overcast clouds,95,94,2.91,BR
678,Mahon,39.8885,4.2658,55.4,clear sky,88,0,9.22,ES
679,Anloga,5.7947,0.8973,84.2,few clouds,70,20,4.61,GH
680,Taubate,-23.0264,-45.5553,69.8,few clouds,73,20,3.44,BR
681,Longkou,37.6508,120.3286,49.42,overcast clouds,73,100,3.15,CN
682,Nuuk,64.1835,-51.7216,33.8,snow,100,90,40.29,GL
683,Campo Grande,-20.4428,-54.6464,77.0,few clouds,61,20,5.75,BR
684,Pindiga,9.9833,10.9333,79.88,scattered clouds,14,46,11.99,NG
